"City","Site","Sampling_date","Country","Location.Site","Month","Season","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","season_multiplier","Host_abundance","Predator_abundance","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,44.1020547127118,27.5314441844821,12.34,74.6,3.87,"HumanOdor_CO2",0.7,37,80,"Aedes aegypti",26,0.840271574291357
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,44.1020547127118,27.5314441844821,12.34,74.6,3.87,"HumanOdor_CO2",0.7,44,64,"Culex quinquefasciatus",6,0.840271574291357
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,44.1020547127118,27.5314441844821,12.34,74.6,3.87,"HumanOdor_CO2",0.7,37,60,"Anopheles gambiae",3,0.840271574291357
"Rabat","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,49.3297857856611,30.6379405334592,13.96,68.94,3.42,"Light_CO2",0.7,36,80,"Culex pipiens",4,0.693147160559945
"Rabat","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,49.3297857856611,30.6379405334592,13.96,68.94,3.42,"Light_CO2",0.7,39,63,"Anopheles gambiae",4,0.693147160559945
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,45.1876696810825,14.6665507331491,16.21,69.01,5.77,"Light_CO2",0.7,39,71,"Anopheles gambiae",18,1.22367569707492
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,45.1876696810825,14.6665507331491,16.21,69.01,5.77,"Light_CO2",0.7,37,55,"Aedes aegypti",20,1.22367569707492
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,45.1876696810825,14.6665507331491,16.21,69.01,5.77,"Light_CO2",0.7,39,69,"Culex quinquefasciatus",5,1.22367569707492
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",2,45.1876696810825,14.6665507331491,16.21,69.01,5.77,"Light_CO2",0.7,49,85,"Culex pipiens",6,1.22367569707492
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",3,87.9494330610149,15.4180500209332,7.02,72.45,6.84,"Light_CO2",0.7,38,72,"Anopheles gambiae",19,1.38510175013217
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",3,87.9494330610149,15.4180500209332,7.02,72.45,6.84,"Light_CO2",0.7,44,77,"Culex pipiens",6,1.38510175013217
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",3,87.9494330610149,15.4180500209332,7.02,72.45,6.84,"Light_CO2",0.7,53,81,"Culex quinquefasciatus",2,1.38510175013217
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",3,87.9494330610149,15.4180500209332,7.02,72.45,6.84,"Light_CO2",0.7,39,87,"Aedes aegypti",6,1.38510175013217
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",3,87.9494330610149,15.4180500209332,7.02,72.45,6.84,"Light_CO2",0.7,47,71,"Aedes albopictus",8,1.38510175013217
"Nijmegen","Site_3",2024-01-01,"Netherlands",3,1,"Winter",2,57.9952863443876,5.1249557249248,8.25,76.79,6.52,"Light_CO2",0.7,34,56,"Culex pipiens",4,0.463170411274399
"Nijmegen","Site_3",2024-01-01,"Netherlands",3,1,"Winter",2,57.9952863443876,5.1249557249248,8.25,76.79,6.52,"Light_CO2",0.7,38,53,"Aedes aegypti",41,0.463170411274399
"Nijmegen","Site_3",2024-01-01,"Netherlands",3,1,"Winter",2,57.9952863443876,5.1249557249248,8.25,76.79,6.52,"Light_CO2",0.7,41,74,"Anopheles gambiae",2,0.463170411274399
"Montpellier","Site_3",2024-01-01,"France",3,1,"Winter",2,52.1466950166738,29.0279046297073,7.89,76.64,6.61,"Light_CO2",0.7,46,51,"Aedes albopictus",24,0.913824258934159
"Montpellier","Site_3",2024-01-01,"France",3,1,"Winter",2,52.1466950166738,29.0279046297073,7.89,76.64,6.61,"Light_CO2",0.7,44,67,"Culex quinquefasciatus",12,0.913824258934159
"Montpellier","Site_3",2024-01-01,"France",3,1,"Winter",2,52.1466950166738,29.0279046297073,7.89,76.64,6.61,"Light_CO2",0.7,44,68,"Anopheles gambiae",57,0.913824258934159
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,65.9601906681899,14.593072745949,12.13,76.8,4.18,"HumanOdor_CO2",0.7,40,65,"Culex pipiens",6,1.00342801888604
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,65.9601906681899,14.593072745949,12.13,76.8,4.18,"HumanOdor_CO2",0.7,59,79,"Aedes albopictus",3,1.00342801888604
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,65.9601906681899,14.593072745949,12.13,76.8,4.18,"HumanOdor_CO2",0.7,43,72,"Culex quinquefasciatus",2,1.00342801888604
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,65.9601906681899,14.593072745949,12.13,76.8,4.18,"HumanOdor_CO2",0.7,41,67,"Aedes aegypti",20,1.00342801888604
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",2,52.5078640930122,2.15755189582705,13.89,79.26,2.68,"HumanOdor_CO2",0.7,48,89,"Aedes aegypti",10,1.35997320360658
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",2,52.5078640930122,2.15755189582705,13.89,79.26,2.68,"HumanOdor_CO2",0.7,49,62,"Culex pipiens",8,1.35997320360658
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",2,52.5078640930122,2.15755189582705,13.89,79.26,2.68,"HumanOdor_CO2",0.7,45,70,"Aedes albopictus",15,1.35997320360658
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",2,52.5078640930122,2.15755189582705,13.89,79.26,2.68,"HumanOdor_CO2",0.7,46,71,"Culex quinquefasciatus",12,1.35997320360658
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,9.99662849649321,30.29679409042,19.49,69.79,4.4,"HumanOdor_CO2",0.7,41,57,"Aedes albopictus",2,0.529706179057655
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,9.99662849649321,30.29679409042,19.49,69.79,4.4,"HumanOdor_CO2",0.7,37,58,"Culex pipiens",7,0.529706179057655
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,91.058882936649,26.9624559096992,7.45,70.9,5.64,"Light_CO2",0.7,52,79,"Culex pipiens",8,1.326667761933
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,91.058882936649,26.9624559096992,7.45,70.9,5.64,"Light_CO2",0.7,57,74,"Aedes albopictus",1,1.326667761933
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,91.058882936649,26.9624559096992,7.45,70.9,5.64,"Light_CO2",0.7,51,78,"Aedes aegypti",8,1.326667761933
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,91.058882936649,26.9624559096992,7.45,70.9,5.64,"Light_CO2",0.7,40,89,"Culex quinquefasciatus",1,1.326667761933
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,91.058882936649,26.9624559096992,7.45,70.9,5.64,"Light_CO2",0.7,52,79,"Anopheles gambiae",4,1.326667761933
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,76.8760357362218,42.5424672700465,4.35,79.68,4.88,"Light_CO2",0.7,51,80,"Anopheles gambiae",25,1.29456332398344
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,76.8760357362218,42.5424672700465,4.35,79.68,4.88,"Light_CO2",0.7,46,65,"Aedes albopictus",14,1.29456332398344
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,76.8760357362218,42.5424672700465,4.35,79.68,4.88,"Light_CO2",0.7,48,77,"Aedes aegypti",14,1.29456332398344
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",3,76.8760357362218,42.5424672700465,4.35,79.68,4.88,"Light_CO2",0.7,49,74,"Culex quinquefasciatus",7,1.29456332398344
"Montpellier","Site_4",2024-01-01,"France",4,1,"Winter",3,80.0993865914643,3.41872705519199,9.36,79.68,6.12,"Light_CO2",0.7,61,95,"Culex pipiens",127,0.560704115348266
"Montpellier","Site_4",2024-01-01,"France",4,1,"Winter",3,80.0993865914643,3.41872705519199,9.36,79.68,6.12,"Light_CO2",0.7,34,81,"Aedes aegypti",42,0.560704115348266
"Barcelona","Site_4",2024-01-01,"Spain",4,1,"Winter",1,1.18070900996681,30.7889287620783,8.98,75.5,2.61,"Light_CO2",0.7,19,68,"Culex pipiens",9,0.619376269741447
"Barcelona","Site_4",2024-01-01,"Spain",4,1,"Winter",1,1.18070900996681,30.7889287620783,8.98,75.5,2.61,"Light_CO2",0.7,32,64,"Anopheles gambiae",20,0.619376269741447
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",2,66.205975978612,14.884148940444,15.22,77.9,5.02,"HumanOdor_CO2",0.7,41,68,"Culex quinquefasciatus",1,1.3434015489753
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",2,66.205975978612,14.884148940444,15.22,77.9,5.02,"HumanOdor_CO2",0.7,61,82,"Anopheles gambiae",16,1.3434015489753
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",2,66.205975978612,14.884148940444,15.22,77.9,5.02,"HumanOdor_CO2",0.7,45,68,"Aedes albopictus",25,1.3434015489753
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",2,66.205975978612,14.884148940444,15.22,77.9,5.02,"HumanOdor_CO2",0.7,37,73,"Aedes aegypti",16,1.3434015489753
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",2,66.205975978612,14.884148940444,15.22,77.9,5.02,"HumanOdor_CO2",0.7,55,70,"Culex pipiens",42,1.3434015489753
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",1,9.33258394568693,7.78922741115093,15.46,72.19,5.31,"Light_CO2",0.7,27,64,"Culex pipiens",1,1.06212247826361
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",1,9.33258394568693,7.78922741115093,15.46,72.19,5.31,"Light_CO2",0.7,27,59,"Anopheles gambiae",6,1.06212247826361
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",1,9.33258394568693,7.78922741115093,15.46,72.19,5.31,"Light_CO2",0.7,33,58,"Culex quinquefasciatus",6,1.06212247826361
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",1,9.33258394568693,7.78922741115093,15.46,72.19,5.31,"Light_CO2",0.7,38,64,"Aedes aegypti",18,1.06212247826361
"Utrecht","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,66.5580689099617,6.83386215567589,9.11,80.96,6.94,"Light_CO2",0.7,46,53,"Anopheles gambiae",16,0.614503300310729
"Utrecht","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,66.5580689099617,6.83386215567589,9.11,80.96,6.94,"Light_CO2",0.7,45,56,"Aedes albopictus",7,0.614503300310729
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,45.8074592415942,37.9117347374558,5.08,71.57,5.08,"HumanOdor_CO2",0.7,40,72,"Culex pipiens",1,1.242453284894
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,45.8074592415942,37.9117347374558,5.08,71.57,5.08,"HumanOdor_CO2",0.7,33,53,"Anopheles gambiae",1,1.242453284894
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,45.8074592415942,37.9117347374558,5.08,71.57,5.08,"HumanOdor_CO2",0.7,33,64,"Culex quinquefasciatus",1,1.242453284894
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,45.8074592415942,37.9117347374558,5.08,71.57,5.08,"HumanOdor_CO2",0.7,27,70,"Aedes aegypti",3,1.242453284894
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,91.9192506327759,2.7661102078855,10.8,70.54,7.29,"Light_CO2",0.7,48,93,"Culex quinquefasciatus",25,1.03450754290929
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,91.9192506327759,2.7661102078855,10.8,70.54,7.29,"Light_CO2",0.7,46,82,"Anopheles gambiae",30,1.03450754290929
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,91.9192506327759,2.7661102078855,10.8,70.54,7.29,"Light_CO2",0.7,38,101,"Culex pipiens",56,1.03450754290929
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,85.5304947941098,4.37413499131799,9.41,80.77,4.48,"Light_CO2",0.7,33,70,"Aedes albopictus",56,1.54509885451054
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,85.5304947941098,4.37413499131799,9.41,80.77,4.48,"Light_CO2",0.7,51,83,"Aedes aegypti",36,1.54509885451054
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,85.5304947941098,4.37413499131799,9.41,80.77,4.48,"Light_CO2",0.7,62,90,"Culex quinquefasciatus",21,1.54509885451054
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,85.5304947941098,4.37413499131799,9.41,80.77,4.48,"Light_CO2",0.7,52,86,"Anopheles gambiae",60,1.54509885451054
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,85.5304947941098,4.37413499131799,9.41,80.77,4.48,"Light_CO2",0.7,44,86,"Culex pipiens",62,1.54509885451054
"Rabat","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,97.7345972741954,37.8859417326748,16.98,79.29,5.97,"Light_CO2",0.7,53,71,"Culex pipiens",8,0.307035539133511
"Rabat","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,97.7345972741954,37.8859417326748,16.98,79.29,5.97,"Light_CO2",0.7,49,82,"Aedes aegypti",79,0.307035539133511
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,87.9323567668907,19.1474078632891,17.77,66.13,3.27,"HumanOdor_CO2",0.7,52,84,"Anopheles gambiae",6,0.270350177520632
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,87.9323567668907,19.1474078632891,17.77,66.13,3.27,"HumanOdor_CO2",0.7,46,80,"Aedes albopictus",1,0.270350177520632
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,87.9323567668907,19.1474078632891,17.77,66.13,3.27,"HumanOdor_CO2",0.7,53,94,"Aedes aegypti",99,0.270350177520632
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",1,1.28680033043493,38.4299934096634,8.25,78.72,4.14,"HumanOdor_CO2",0.7,22,52,"Culex quinquefasciatus",0,0.685314187276458
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",1,1.28680033043493,38.4299934096634,8.25,78.72,4.14,"HumanOdor_CO2",0.7,32,59,"Aedes aegypti",7,0.685314187276458
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",1,1.28680033043493,38.4299934096634,8.25,78.72,4.14,"HumanOdor_CO2",0.7,31,58,"Anopheles gambiae",9,0.685314187276458
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,82.6060304501094,20.045904442668,7.31,74.14,6.78,"Light_CO2",0.7,54,94,"Aedes aegypti",80,1.03065605610473
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,82.6060304501094,20.045904442668,7.31,74.14,6.78,"Light_CO2",0.7,52,79,"Culex pipiens",86,1.03065605610473
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,82.6060304501094,20.045904442668,7.31,74.14,6.78,"Light_CO2",0.7,55,72,"Aedes albopictus",34,1.03065605610473
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,82.6060304501094,20.045904442668,7.31,74.14,6.78,"Light_CO2",0.7,43,69,"Anopheles gambiae",0,1.03065605610473
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",2,54.5220320463879,40.3742100261152,11.4,73.9,7.24,"Light_CO2",0.7,32,77,"Culex pipiens",0,-9.99999988922529e-09
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",2,54.5220320463879,40.3742100261152,11.4,73.9,7.24,"Light_CO2",0.7,43,76,"Aedes albopictus",5,-9.99999988922529e-09
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",2,47.6528451350285,3.23325274884701,13.1,81.92,4.12,"Light_CO2",0.7,43,60,"Anopheles gambiae",11,1.29970226279225
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",2,47.6528451350285,3.23325274884701,13.1,81.92,4.12,"Light_CO2",0.7,40,60,"Aedes aegypti",28,1.29970226279225
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",2,47.6528451350285,3.23325274884701,13.1,81.92,4.12,"Light_CO2",0.7,47,71,"Culex pipiens",13,1.29970226279225
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",2,47.6528451350285,3.23325274884701,13.1,81.92,4.12,"Light_CO2",0.7,54,66,"Culex quinquefasciatus",29,1.29970226279225
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",3,67.6484969110228,26.3052104078233,14.79,80.45,4.77,"HumanOdor_CO2",0.7,56,91,"Culex pipiens",13,1.35485138218491
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",3,67.6484969110228,26.3052104078233,14.79,80.45,4.77,"HumanOdor_CO2",0.7,50,93,"Culex quinquefasciatus",5,1.35485138218491
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",3,67.6484969110228,26.3052104078233,14.79,80.45,4.77,"HumanOdor_CO2",0.7,40,74,"Aedes aegypti",47,1.35485138218491
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",3,67.6484969110228,26.3052104078233,14.79,80.45,4.77,"HumanOdor_CO2",0.7,56,74,"Aedes albopictus",19,1.35485138218491
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",3,67.6484969110228,26.3052104078233,14.79,80.45,4.77,"HumanOdor_CO2",0.7,49,96,"Anopheles gambiae",12,1.35485138218491
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",2,60.0199872416211,41.4189750291407,20.69,65.8,5.27,"HumanOdor_CO2",0.7,50,83,"Aedes albopictus",4,1.12251759706309
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",2,60.0199872416211,41.4189750291407,20.69,65.8,5.27,"HumanOdor_CO2",0.7,50,75,"Anopheles gambiae",8,1.12251759706309
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",2,60.0199872416211,41.4189750291407,20.69,65.8,5.27,"HumanOdor_CO2",0.7,38,82,"Culex quinquefasciatus",1,1.12251759706309
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",2,60.0199872416211,41.4189750291407,20.69,65.8,5.27,"HumanOdor_CO2",0.7,59,89,"Culex pipiens",13,1.12251759706309
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",1,30.4058226361172,28.1483156569302,3.62,77.43,3.64,"Light_CO2",0.7,31,57,"Culex pipiens",6,1.08219550003877
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",1,30.4058226361172,28.1483156569302,3.62,77.43,3.64,"Light_CO2",0.7,35,70,"Aedes albopictus",6,1.08219550003877
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",1,30.4058226361172,28.1483156569302,3.62,77.43,3.64,"Light_CO2",0.7,38,48,"Culex quinquefasciatus",4,1.08219550003877
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",3,71.0605589310173,14.8008538112044,7.27,76.62,7.41,"HumanOdor_CO2",0.7,42,70,"Aedes albopictus",2,1.33586018192794
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",3,71.0605589310173,14.8008538112044,7.27,76.62,7.41,"HumanOdor_CO2",0.7,63,85,"Aedes aegypti",33,1.33586018192794
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",3,71.0605589310173,14.8008538112044,7.27,76.62,7.41,"HumanOdor_CO2",0.7,51,78,"Culex pipiens",42,1.33586018192794
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",3,71.0605589310173,14.8008538112044,7.27,76.62,7.41,"HumanOdor_CO2",0.7,68,64,"Anopheles gambiae",10,1.33586018192794
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",3,71.0605589310173,14.8008538112044,7.27,76.62,7.41,"HumanOdor_CO2",0.7,55,64,"Culex quinquefasciatus",19,1.33586018192794
"Montpellier","Site_7",2024-01-01,"France",7,1,"Winter",2,52.7562415277352,18.5425914563239,8.68,70.54,4.84,"Light_CO2",0.7,40,67,"Anopheles gambiae",7,1.07342442651171
