"City","Site","Sampling_date","Country","Location.Site","Month","Season","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","season_multiplier","Host_abundance","Predator_abundance","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Montpellier","Site_2",2024-01-01,"France",2,1,"Winter",1,24.4104961259291,37.8402284756303,11.01,76.75,3.09,"Light_CO2",0.7,33,57,"Anopheles gambiae",10,1.25404186173345
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,41.6234760603402,29.5422893762589,14.63,66.76,5.68,"HumanOdor_CO2",0.7,54,68,"Anopheles gambiae",14,1.38200422094956
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,41.6234760603402,29.5422893762589,14.63,66.76,5.68,"HumanOdor_CO2",0.7,42,63,"Aedes albopictus",5,1.38200422094956
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,41.6234760603402,29.5422893762589,14.63,66.76,5.68,"HumanOdor_CO2",0.7,53,68,"Culex pipiens",10,1.38200422094956
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,41.6234760603402,29.5422893762589,14.63,66.76,5.68,"HumanOdor_CO2",0.7,53,77,"Aedes aegypti",1,1.38200422094956
"Barcelona","Site_2",2024-01-01,"Spain",2,1,"Winter",2,41.6234760603402,29.5422893762589,14.63,66.76,5.68,"HumanOdor_CO2",0.7,55,62,"Culex quinquefasciatus",5,1.38200422094956
"Rabat","Site_2",2024-01-01,"Morocco",2,1,"Winter",1,20.7448708079755,43.0457869879901,12.38,80.68,6.97,"HumanOdor_CO2",0.7,25,64,"Culex pipiens",11,0.569161045386415
"Rabat","Site_2",2024-01-01,"Morocco",2,1,"Winter",1,20.7448708079755,43.0457869879901,12.38,80.68,6.97,"HumanOdor_CO2",0.7,46,55,"Aedes albopictus",1,0.569161045386415
"Rabat","Site_2",2024-01-01,"Morocco",2,1,"Winter",1,20.7448708079755,43.0457869879901,12.38,80.68,6.97,"HumanOdor_CO2",0.7,27,52,"Aedes aegypti",46,0.569161045386415
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",3,69.1987014666665,15.5420842729509,13.23,84.11,6.67,"Light_CO2",0.7,45,65,"Aedes aegypti",17,1.40931030461119
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",3,69.1987014666665,15.5420842729509,13.23,84.11,6.67,"Light_CO2",0.7,48,87,"Culex quinquefasciatus",16,1.40931030461119
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",3,69.1987014666665,15.5420842729509,13.23,84.11,6.67,"Light_CO2",0.7,55,71,"Culex pipiens",23,1.40931030461119
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",3,69.1987014666665,15.5420842729509,13.23,84.11,6.67,"Light_CO2",0.7,51,71,"Aedes albopictus",35,1.40931030461119
"Casablanca","Site_2",2024-01-01,"Morocco",2,1,"Winter",3,69.1987014666665,15.5420842729509,13.23,84.11,6.67,"Light_CO2",0.7,50,89,"Anopheles gambiae",2,1.40931030461119
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",4,84.8860423546284,3.2761116437614,2.81,80.92,7.41,"HumanOdor_CO2",0.7,53,102,"Culex quinquefasciatus",55,1.04166598286418
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",4,84.8860423546284,3.2761116437614,2.81,80.92,7.41,"HumanOdor_CO2",0.7,54,82,"Anopheles gambiae",25,1.04166598286418
"Utrecht","Site_3",2024-01-01,"Netherlands",3,1,"Winter",4,84.8860423546284,3.2761116437614,2.81,80.92,7.41,"HumanOdor_CO2",0.7,55,95,"Aedes albopictus",57,1.04166598286418
"Nijmegen","Site_3",2024-01-01,"Netherlands",3,1,"Winter",2,34.8614279006142,12.7852025255561,7.64,82.83,5.6,"HumanOdor_CO2",0.7,41,74,"Anopheles gambiae",10,-9.99999988922529e-09
"Nijmegen","Site_3",2024-01-01,"Netherlands",3,1,"Winter",2,34.8614279006142,12.7852025255561,7.64,82.83,5.6,"HumanOdor_CO2",0.7,44,88,"Aedes albopictus",0,-9.99999988922529e-09
"Montpellier","Site_3",2024-01-01,"France",3,1,"Winter",4,85.9518698044121,47.3933754898608,9.29,80.79,4.96,"HumanOdor_CO2",0.7,65,83,"Aedes aegypti",66,0.673988201217734
"Montpellier","Site_3",2024-01-01,"France",3,1,"Winter",4,85.9518698044121,47.3933754898608,9.29,80.79,4.96,"HumanOdor_CO2",0.7,61,99,"Culex quinquefasciatus",98,0.673988201217734
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,46.656836103648,45.2522595748305,10.73,71.09,7.14,"HumanOdor_CO2",0.7,41,68,"Aedes aegypti",24,0.690923289313818
"Barcelona","Site_3",2024-01-01,"Spain",3,1,"Winter",2,46.656836103648,45.2522595748305,10.73,71.09,7.14,"HumanOdor_CO2",0.7,62,70,"Aedes albopictus",21,0.690923289313818
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",4,83.252299609594,25.0279314443469,15.75,72.92,3.63,"HumanOdor_CO2",0.7,56,79,"Culex quinquefasciatus",9,0.84814038920736
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",4,83.252299609594,25.0279314443469,15.75,72.92,3.63,"HumanOdor_CO2",0.7,48,73,"Anopheles gambiae",23,0.84814038920736
"Rabat","Site_3",2024-01-01,"Morocco",3,1,"Winter",4,83.252299609594,25.0279314443469,15.75,72.92,3.63,"HumanOdor_CO2",0.7,72,86,"Culex pipiens",61,0.84814038920736
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,24.6541338972747,23.4261557944119,15.23,76.34,7.26,"HumanOdor_CO2",0.7,47,60,"Culex quinquefasciatus",4,1.11051285342178
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,24.6541338972747,23.4261557944119,15.23,76.34,7.26,"HumanOdor_CO2",0.7,35,46,"Anopheles gambiae",2,1.11051285342178
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,24.6541338972747,23.4261557944119,15.23,76.34,7.26,"HumanOdor_CO2",0.7,31,52,"Aedes aegypti",13,1.11051285342178
"Casablanca","Site_3",2024-01-01,"Morocco",3,1,"Winter",1,24.6541338972747,23.4261557944119,15.23,76.34,7.26,"HumanOdor_CO2",0.7,39,47,"Culex pipiens",3,1.11051285342178
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",4,80.2729859622195,17.0553600005805,6.16,77.55,4.93,"Light_CO2",0.7,53,98,"Aedes albopictus",38,1.24877022204302
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",4,80.2729859622195,17.0553600005805,6.16,77.55,4.93,"Light_CO2",0.7,54,94,"Aedes aegypti",35,1.24877022204302
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",4,80.2729859622195,17.0553600005805,6.16,77.55,4.93,"Light_CO2",0.7,58,89,"Anopheles gambiae",25,1.24877022204302
"Utrecht","Site_4",2024-01-01,"Netherlands",4,1,"Winter",4,80.2729859622195,17.0553600005805,6.16,77.55,4.93,"Light_CO2",0.7,52,88,"Culex quinquefasciatus",93,1.24877022204302
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",1,12.1596681186929,44.7467507719994,5.13,75.21,5.93,"Light_CO2",0.7,35,55,"Aedes albopictus",8,1.21324705376128
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",1,12.1596681186929,44.7467507719994,5.13,75.21,5.93,"Light_CO2",0.7,25,55,"Aedes aegypti",41,1.21324705376128
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",1,12.1596681186929,44.7467507719994,5.13,75.21,5.93,"Light_CO2",0.7,29,60,"Anopheles gambiae",17,1.21324705376128
"Nijmegen","Site_4",2024-01-01,"Netherlands",4,1,"Winter",1,12.1596681186929,44.7467507719994,5.13,75.21,5.93,"Light_CO2",0.7,41,64,"Culex pipiens",15,1.21324705376128
"Montpellier","Site_4",2024-01-01,"France",4,1,"Winter",3,51.7926599946804,12.1370314285159,11.8,71.88,6.55,"Light_CO2",0.7,44,80,"Aedes albopictus",12,0.410116298288409
"Montpellier","Site_4",2024-01-01,"France",4,1,"Winter",3,51.7926599946804,12.1370314285159,11.8,71.88,6.55,"Light_CO2",0.7,49,72,"Anopheles gambiae",2,0.410116298288409
"Barcelona","Site_4",2024-01-01,"Spain",4,1,"Winter",3,63.4023310150951,12.9982958957553,14.97,80,4.42,"HumanOdor_CO2",0.7,70,82,"Aedes aegypti",14,0.995904589728006
"Barcelona","Site_4",2024-01-01,"Spain",4,1,"Winter",3,63.4023310150951,12.9982958957553,14.97,80,4.42,"HumanOdor_CO2",0.7,61,97,"Aedes albopictus",23,0.995904589728006
"Barcelona","Site_4",2024-01-01,"Spain",4,1,"Winter",3,63.4023310150951,12.9982958957553,14.97,80,4.42,"HumanOdor_CO2",0.7,59,91,"Culex quinquefasciatus",7,0.995904589728006
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",3,67.9570489330217,37.4939954578876,10.51,78.24,5.45,"Light_CO2",0.7,46,70,"Culex quinquefasciatus",4,0.419483349306181
"Rabat","Site_4",2024-01-01,"Morocco",4,1,"Winter",3,67.9570489330217,37.4939954578876,10.51,78.24,5.45,"Light_CO2",0.7,57,75,"Anopheles gambiae",23,0.419483349306181
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",3,58.8600714108907,35.8374002836645,20.24,75.81,7.25,"HumanOdor_CO2",0.7,52,81,"Anopheles gambiae",11,1.09164996672898
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",3,58.8600714108907,35.8374002836645,20.24,75.81,7.25,"HumanOdor_CO2",0.7,58,78,"Culex pipiens",9,1.09164996672898
"Casablanca","Site_4",2024-01-01,"Morocco",4,1,"Winter",3,58.8600714108907,35.8374002836645,20.24,75.81,7.25,"HumanOdor_CO2",0.7,53,94,"Culex quinquefasciatus",12,1.09164996672898
"Utrecht","Site_5",2024-01-01,"Netherlands",5,1,"Winter",1,7.52530781086534,27.8342492207885,9.14,74.36,3.55,"HumanOdor_CO2",0.7,21,53,"Aedes albopictus",9,0.562335124618809
"Utrecht","Site_5",2024-01-01,"Netherlands",5,1,"Winter",1,7.52530781086534,27.8342492207885,9.14,74.36,3.55,"HumanOdor_CO2",0.7,25,70,"Culex pipiens",3,0.562335124618809
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,34.3322444241494,28.8048616722226,7.08,72.78,5.44,"HumanOdor_CO2",0.7,39,63,"Aedes albopictus",10,0.927277086283828
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,34.3322444241494,28.8048616722226,7.08,72.78,5.44,"HumanOdor_CO2",0.7,39,66,"Anopheles gambiae",2,0.927277086283828
"Nijmegen","Site_5",2024-01-01,"Netherlands",5,1,"Winter",2,34.3322444241494,28.8048616722226,7.08,72.78,5.44,"HumanOdor_CO2",0.7,41,70,"Culex quinquefasciatus",11,0.927277086283828
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,61.5563537925482,3.18772175908089,8.27,83.47,6.76,"Light_CO2",0.7,52,75,"Aedes albopictus",4,0.854282065258169
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,61.5563537925482,3.18772175908089,8.27,83.47,6.76,"Light_CO2",0.7,54,89,"Anopheles gambiae",10,0.854282065258169
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,61.5563537925482,3.18772175908089,8.27,83.47,6.76,"Light_CO2",0.7,54,76,"Aedes aegypti",58,0.854282065258169
"Montpellier","Site_5",2024-01-01,"France",5,1,"Winter",3,61.5563537925482,3.18772175908089,8.27,83.47,6.76,"Light_CO2",0.7,30,82,"Culex quinquefasciatus",7,0.854282065258169
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,63.6800992942881,42.0154535993934,14.45,85.7,6.23,"Light_CO2",0.7,55,80,"Culex quinquefasciatus",33,0.858421828879752
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,63.6800992942881,42.0154535993934,14.45,85.7,6.23,"Light_CO2",0.7,41,77,"Culex pipiens",5,0.858421828879752
"Barcelona","Site_5",2024-01-01,"Spain",5,1,"Winter",3,63.6800992942881,42.0154535993934,14.45,85.7,6.23,"Light_CO2",0.7,47,81,"Anopheles gambiae",48,0.858421828879752
"Rabat","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,52.3799269285519,20.5830547846854,13.51,61.6,5.78,"Light_CO2",0.7,60,81,"Anopheles gambiae",14,0.529706179057655
"Rabat","Site_5",2024-01-01,"Morocco",5,1,"Winter",3,52.3799269285519,20.5830547846854,13.51,61.6,5.78,"Light_CO2",0.7,38,86,"Culex quinquefasciatus",4,0.529706179057655
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",2,41.0485058266204,15.3250079452991,15.94,66.79,7.31,"HumanOdor_CO2",0.7,42,71,"Anopheles gambiae",1,0.955699861112535
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",2,41.0485058266204,15.3250079452991,15.94,66.79,7.31,"HumanOdor_CO2",0.7,44,65,"Aedes albopictus",2,0.955699861112535
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",2,41.0485058266204,15.3250079452991,15.94,66.79,7.31,"HumanOdor_CO2",0.7,35,56,"Culex quinquefasciatus",4,0.955699861112535
"Casablanca","Site_5",2024-01-01,"Morocco",5,1,"Winter",2,41.0485058266204,15.3250079452991,15.94,66.79,7.31,"HumanOdor_CO2",0.7,37,76,"Culex pipiens",0,0.955699861112535
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,72.5988549762405,30.4945234432817,3.53,78.05,3.47,"Light_CO2",0.7,49,84,"Anopheles gambiae",18,1.27463998114182
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,72.5988549762405,30.4945234432817,3.53,78.05,3.47,"Light_CO2",0.7,55,84,"Aedes albopictus",10,1.27463998114182
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,72.5988549762405,30.4945234432817,3.53,78.05,3.47,"Light_CO2",0.7,34,82,"Aedes aegypti",123,1.27463998114182
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,72.5988549762405,30.4945234432817,3.53,78.05,3.47,"Light_CO2",0.7,50,74,"Culex pipiens",30,1.27463998114182
"Utrecht","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,72.5988549762405,30.4945234432817,3.53,78.05,3.47,"Light_CO2",0.7,46,83,"Culex quinquefasciatus",60,1.27463998114182
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,66.0207884968258,26.2543145418167,4.3,73.89,7,"HumanOdor_CO2",0.7,40,72,"Aedes albopictus",3,1.06094421079075
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,66.0207884968258,26.2543145418167,4.3,73.89,7,"HumanOdor_CO2",0.7,42,87,"Anopheles gambiae",5,1.06094421079075
"Nijmegen","Site_6",2024-01-01,"Netherlands",6,1,"Winter",3,66.0207884968258,26.2543145418167,4.3,73.89,7,"HumanOdor_CO2",0.7,42,82,"Culex quinquefasciatus",6,1.06094421079075
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",4,79.146717209369,49.6785411946476,11.55,82.52,2.7,"HumanOdor_CO2",0.7,56,93,"Culex pipiens",54,1.60699183795839
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",4,79.146717209369,49.6785411946476,11.55,82.52,2.7,"HumanOdor_CO2",0.7,65,80,"Aedes aegypti",53,1.60699183795839
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",4,79.146717209369,49.6785411946476,11.55,82.52,2.7,"HumanOdor_CO2",0.7,59,94,"Anopheles gambiae",55,1.60699183795839
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",4,79.146717209369,49.6785411946476,11.55,82.52,2.7,"HumanOdor_CO2",0.7,47,85,"Culex quinquefasciatus",52,1.60699183795839
"Montpellier","Site_6",2024-01-01,"France",6,1,"Winter",4,79.146717209369,49.6785411946476,11.55,82.52,2.7,"HumanOdor_CO2",0.7,59,96,"Aedes albopictus",63,1.60699183795839
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",4,94.0416732616723,39.6768630407751,13.51,77.47,5.98,"Light_CO2",0.7,54,88,"Aedes aegypti",73,1.12464248527435
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",4,94.0416732616723,39.6768630407751,13.51,77.47,5.98,"Light_CO2",0.7,64,83,"Culex pipiens",12,1.12464248527435
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",4,94.0416732616723,39.6768630407751,13.51,77.47,5.98,"Light_CO2",0.7,58,86,"Anopheles gambiae",116,1.12464248527435
"Barcelona","Site_6",2024-01-01,"Spain",6,1,"Winter",4,94.0416732616723,39.6768630407751,13.51,77.47,5.98,"Light_CO2",0.7,59,82,"Aedes albopictus",29,1.12464248527435
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",4,86.9837204692885,43.6746586412191,14,66.89,4.33,"HumanOdor_CO2",0.7,65,95,"Culex quinquefasciatus",55,0.912014927122691
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",4,86.9837204692885,43.6746586412191,14,66.89,4.33,"HumanOdor_CO2",0.7,65,89,"Culex pipiens",17,0.912014927122691
"Rabat","Site_6",2024-01-01,"Morocco",6,1,"Winter",4,86.9837204692885,43.6746586412191,14,66.89,4.33,"HumanOdor_CO2",0.7,64,93,"Aedes albopictus",15,0.912014927122691
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",1,9.25132839940488,19.1012674085796,18.53,82.01,2.64,"HumanOdor_CO2",0.7,36,49,"Anopheles gambiae",9,1.29957855995793
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",1,9.25132839940488,19.1012674085796,18.53,82.01,2.64,"HumanOdor_CO2",0.7,32,53,"Culex quinquefasciatus",7,1.29957855995793
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",1,9.25132839940488,19.1012674085796,18.53,82.01,2.64,"HumanOdor_CO2",0.7,31,66,"Aedes aegypti",20,1.29957855995793
"Casablanca","Site_6",2024-01-01,"Morocco",6,1,"Winter",1,9.25132839940488,19.1012674085796,18.53,82.01,2.64,"HumanOdor_CO2",0.7,37,71,"Aedes albopictus",10,1.29957855995793
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",2,32.3300896736328,48.890075635165,3.36,73.5,3.41,"Light_CO2",0.7,35,76,"Aedes albopictus",17,1.36729148281486
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",2,32.3300896736328,48.890075635165,3.36,73.5,3.41,"Light_CO2",0.7,39,79,"Culex pipiens",28,1.36729148281486
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",2,32.3300896736328,48.890075635165,3.36,73.5,3.41,"Light_CO2",0.7,43,83,"Aedes aegypti",19,1.36729148281486
"Utrecht","Site_7",2024-01-01,"Netherlands",7,1,"Winter",2,32.3300896736328,48.890075635165,3.36,73.5,3.41,"Light_CO2",0.7,38,71,"Anopheles gambiae",24,1.36729148281486
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",4,83.0911889253184,29.2822193838656,5.47,73.81,3.55,"HumanOdor_CO2",0.7,54,83,"Aedes aegypti",17,1.43626405678399
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",4,83.0911889253184,29.2822193838656,5.47,73.81,3.55,"HumanOdor_CO2",0.7,67,91,"Aedes albopictus",10,1.43626405678399
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",4,83.0911889253184,29.2822193838656,5.47,73.81,3.55,"HumanOdor_CO2",0.7,60,89,"Anopheles gambiae",32,1.43626405678399
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",4,83.0911889253184,29.2822193838656,5.47,73.81,3.55,"HumanOdor_CO2",0.7,57,85,"Culex pipiens",4,1.43626405678399
"Nijmegen","Site_7",2024-01-01,"Netherlands",7,1,"Winter",4,83.0911889253184,29.2822193838656,5.47,73.81,3.55,"HumanOdor_CO2",0.7,70,72,"Culex quinquefasciatus",20,1.43626405678399
"Montpellier","Site_7",2024-01-01,"France",7,1,"Winter",4,94.0866031032056,39.3440470807254,11.09,70.31,5.36,"Light_CO2",0.7,61,85,"Culex pipiens",56,0.545510028525687
"Montpellier","Site_7",2024-01-01,"France",7,1,"Winter",4,94.0866031032056,39.3440470807254,11.09,70.31,5.36,"Light_CO2",0.7,43,106,"Aedes albopictus",2,0.545510028525687
"Montpellier","Site_7",2024-01-01,"France",7,1,"Winter",4,94.0866031032056,39.3440470807254,11.09,70.31,5.36,"Light_CO2",0.7,63,100,"Culex quinquefasciatus",10,0.545510028525687
"Barcelona","Site_7",2024-01-01,"Spain",7,1,"Winter",2,31.3523719145451,29.9183614216745,13.39,81.48,3.32,"HumanOdor_CO2",0.7,50,58,"Anopheles gambiae",25,1.09918688512292
"Barcelona","Site_7",2024-01-01,"Spain",7,1,"Winter",2,31.3523719145451,29.9183614216745,13.39,81.48,3.32,"HumanOdor_CO2",0.7,41,59,"Aedes albopictus",7,1.09918688512292
"Barcelona","Site_7",2024-01-01,"Spain",7,1,"Winter",2,31.3523719145451,29.9183614216745,13.39,81.48,3.32,"HumanOdor_CO2",0.7,52,74,"Culex quinquefasciatus",24,1.09918688512292
